index,BEZIRKSNAM,PLANUNGSRA,DATUM_GUEL,FLAECHENGR,broker Dow,pop,popCentroidLat,popCentroidLon,emp,geometry,pois,poiCentroidLat,poiCentroidLon,amenity,building,craft,shop,leisure,tourism,water,college,school,university,kindergarten,retail,marketplace,bakery,beverages,butcher,convenience,greengrocer,department_store,mall,supermarket,clothes,shoes,garden_centre,doityourself,hardware,clinic,doctors,pharmacy,post_office,hospital,bar,biergarten,cafe,pub,restaurant,arts_centre,cinema,community_centre,events_venue,nightclub,theatre,place_of_worship,public_bath,stadium,beach_resort,marina,nature_reserve,park,pitch,sports_centre,swimming_pool,water_park,aquarium,attraction,camp_site,caravan_site,hostel,hotel,theme_park,zoo,lake
01011101,Mitte,Stülerstraße,14.06.2006,366755.5,01011101,3406,52.50604277411395,13.34768558861752,8946.424876884501,"POLYGON ((13.33888783961731 52.50542479702951, 13.33986151101654 52.50561859080945, 13.34126173633602 52.50589779702064, 13.34393860831113 52.50643267713274, 13.34336944794221 52.5079141364516, 13.34346184252828 52.50820545727633, 13.34368907136738 52.50836597527271, 13.34390614525715 52.50827302579759, 13.34398384602478 52.50833702145635, 13.34408684824815 52.50835793827688, 13.34418845000821 52.50835099093549, 13.34428150695837 52.50831256745845, 13.34433339952608 52.50825247612619, 13.34435785894276 52.50811323081638, 13.34465736201446 52.50804743853977, 13.3452855021149 52.50791870705254, 13.34575891469354 52.50782186963957, 13.34642281155622 52.50764729171062, 13.34693787267194 52.50747595333218, 13.34732910848875 52.50732948507231, 13.34735979977338 52.50737449416479, 13.34763132169722 52.50727537520556, 13.34771546212964 52.50726299127358, 13.34781678204148 52.50730007808578, 13.34807223074482 52.50743728708663, 13.34744467804086 52.50768655485933, 13.3472306211776 52.50776513820818, 13.34699738164834 52.50784187837931, 13.34651337944237 52.50799971966135, 13.34602052126441 52.5081360582446, 13.34603406477659 52.50833650785299, 13.34615763466782 52.5088095343867, 13.34619066906515 52.50894442263039, 13.34640752405953 52.50982111107894, 13.34642589920243 52.5099307999996, 13.34854875047983 52.50963652899375, 13.34865914323937 52.50964218072655, 13.34872247159296 52.50965581044439, 13.34878268924071 52.50968111635226, 13.34885025821488 52.50969655342271, 13.3489210002804 52.50969042831219, 13.34898459505324 52.50966181807117, 13.34901860487587 52.50962415107371, 13.34902042204726 52.50958640855668, 13.34900001945315 52.50954681645116, 13.34894574628746 52.50950354994379, 13.34886046399062 52.50948447642271, 13.34960644078908 52.50937657950647, 13.34979061993406 52.50935544089154, 13.34982000422489 52.50937707921187, 13.34991686147459 52.50942943222078, 13.350031449566 52.50948272532334, 13.35021219450954 52.50954426144512, 13.35036209745563 52.50958415571004, 13.35064904640237 52.50964144536765, 13.35090505428362 52.50967349772888, 13.35158795495311 52.50976406129386, 13.3517961511416 52.5094374062365, 13.35205144100363 52.5084153307092, 13.35207985155365 52.50833990305649, 13.35253435746398 52.50655535377297, 13.35249028875797 52.50629731526748, 13.35251862081967 52.50599990019209, 13.35251329350139 52.50591900185799, 13.35251667801183 52.50584360597507, 13.35257559315496 52.50560917303293, 13.35215396382497 52.50566751226801, 13.35160118020854 52.50575879840034, 13.35147342322614 52.50546191940919, 13.35075475189089 52.50451846340285, 13.35064723126379 52.5042890356349, 13.35047923284085 52.50405766917591, 13.35033608645903 52.50387309464459, 13.35003882334159 52.50360736364983, 13.34983662319029 52.5034460175282, 13.34972036185573 52.50342956832241, 13.3492322507003 52.50307252653262, 13.34815405532282 52.50333332316188, 13.3480066190321 52.50336802673143, 13.34714969038997 52.50357630969341, 13.34598594888805 52.50385746552433, 13.34576625534504 52.50390817212884, 13.34487681656481 52.50412534882266, 13.34380307535271 52.50438431898849, 13.34259500664522 52.50467621023699, 13.34150055455561 52.50494041235078, 13.34142000633073 52.50486742080562, 13.34127546900175 52.50490302171845, 13.34118252730205 52.50492436717991, 13.34114565826089 52.5049341643136, 13.3410100051856 52.50496709013341, 13.34078578851693 52.50502047278607, 13.34071948301413 52.50503648981731, 13.34053358674611 52.50508097723151, 13.34046863473458 52.505094301193, 13.34040380999242 52.50510672669285, 13.34033741779763 52.50511735089744, 13.34027114703986 52.50512797535868, 13.34020477231226 52.5051359033296, 13.3401370672452 52.50514292930882, 13.3400707100104 52.50514816104538, 13.33999998571736 52.50515248343346, 13.33992926725983 52.50515590705958, 13.339858560493 52.50515753320403, 13.33978786542554 52.50515736186687, 13.33971571858216 52.50515628823374, 13.33964504108291 52.50515342065221, 13.33957436944952 52.50514965430877, 13.33950517303232 52.50514319530079, 13.33943451900589 52.50513673271485, 13.33936546168143 52.50512757776096, 13.33929628291664 52.50511842247186, 13.33922712177188 52.50510657098331, 13.33906675091051 52.50507382696949, 13.33903990688976 52.50512948323751, 13.33897581157882 52.50525335273127, 13.33896239533341 52.50528028213525, 13.33892056739155 52.50536106649816, 13.33888783961731 52.50542479702951))",23,52.50606613023518,13.347034670727682,11,0,1,2,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,6,0,0,0
01011102,Mitte,Großer Tiergarten,14.06.2006,3009397.45,01011102,181,52.5127461004173,13.342029163024892,1335.5939756488112,"POLYGON ((13.3313991751965 52.51287959037698, 13.33141264062554 52.51284637086528, 13.33143184118934 52.51282754539416, 13.33145406092957 52.51281142365371, 13.33150130169169 52.51279626307753, 13.33153521563483 52.51279365149615, 13.33157055735147 52.51279553713196, 13.33160294114069 52.51280370650613, 13.33162498613884 52.51281364752003, 13.33164251794427 52.51282627348015, 13.33165279043956 52.51283438768016, 13.33166877407865 52.5128604907729, 13.33165505603137 52.51293145649132, 13.33176516000962 52.51298116116754, 13.33187392783685 52.5130308624128, 13.3322110483362 52.51305237237366, 13.33234499279022 52.51306169282813, 13.3354987895308 52.5132698201686, 13.33585363954392 52.5132931608196, 13.33584492495412 52.51326977235679, 13.33615997924661 52.51328492571371, 13.336203639104 52.51337041246914, 13.33641578335379 52.51381041314677, 13.33774384796757 52.51390263668722, 13.33809129318088 52.51392595253976, 13.33799033778868 52.51427702094516, 13.33797786356245 52.51438214223111, 13.33798570173346 52.5145394395383, 13.33802587544029 52.51469411949439, 13.3380897823614 52.51484256616533, 13.33817143031757 52.51497218265491, 13.33830012149684 52.51509831876412, 13.33838371475941 52.51517221842987, 13.33853025744425 52.51528132184035, 13.3388161438301 52.51548593974306, 13.33884560903783 52.5154949987127, 13.33887650470276 52.51548968143533, 13.33925041522947 52.51531353961504, 13.3422247106492 52.51550226778401, 13.3431023122605 52.51555739849368, 13.3432657675244 52.51557037218076, 13.34333040452393 52.51558940028399, 13.34336856077819 52.5156074662488, 13.3434096967125 52.51563452665257, 13.34345209404314 52.51567327357746, 13.34347987696953 52.51571737791899, 13.34407911935651 52.51575475922792, 13.34403933044609 52.51599103077464, 13.34422782795767 52.51600226545042, 13.34424318063321 52.51590074535689, 13.34524442708054 52.51596424367195, 13.3456244602383 52.5161961206493, 13.34535716077055 52.51630962470858, 13.34460532970373 52.51662859313234, 13.34486113603963 52.51694465726845, 13.34535906192734 52.51762878785707, 13.34571510076992 52.51770063318324, 13.34722146340795 52.517806654034, 13.34723794098409 52.51798643925966, 13.34742656184359 52.51797969447768, 13.34745003045515 52.5182260022956, 13.34738221337306 52.51822853851748, 13.34740723921496 52.51847835506056, 13.34729080791789 52.51848257400518, 13.34732622612539 52.51893292207946, 13.34733987956149 52.51909832088779, 13.34752849947995 52.51909247466516, 13.3482907089417 52.51971070928283, 13.35014775102487 52.51957755553982, 13.3500454494745 52.5196725820613, 13.35030050584715 52.51965250693406, 13.35042187808148 52.51955842342579, 13.35048097907095 52.51953159938073, 13.35064817812926 52.51941524413278, 13.35089665930492 52.51926124142887, 13.35102519027173 52.51918784479577, 13.3514257969591 52.51897577754771, 13.35211279466329 52.51866641176369, 13.35234181656065 52.51855280380294, 13.35291084121378 52.51823965490164, 13.35325242218573 52.51804002719819, 13.35361604139886 52.51785213284962, 13.35383611298591 52.51775018486016, 13.35431623407833 52.51752570881063, 13.35453787583733 52.51742475173325, 13.35489957771473 52.51728987418917, 13.35513423962905 52.51722480527035, 13.35527872320566 52.51720266829862, 13.35566506868512 52.51714962947266, 13.35611623467812 52.51708685150008, 13.3563018568951 52.51707289587497, 13.35659219182711 52.51706277382177, 13.35682341600246 52.51706240237756, 13.35699725261949 52.51706819088827, 13.35717094028289 52.51707847246148, 13.35737410362059 52.51709690941667, 13.35771858060107 52.51713454051257, 13.35803506874171 52.51717929694647, 13.35840297611165 52.51724034622806, 13.35880175294411 52.51732033757363, 13.35912976587065 52.51738848416429, 13.3594078752274 52.51745103493152, 13.35959020580609 52.51749907917418, 13.35970785710733 52.51753349632921, 13.35994019518703 52.51761041218856, 13.3601415505752 52.51768725783977, 13.36036478479842 52.51778302571915, 13.36062618738989 52.5179166256636, 13.36081550443349 52.51803568346885, 13.36108258724926 52.518215130436, 13.36128361163368 52.51834769471147, 13.36160352407045 52.51855233349799, 13.36191764178267 52.51873098512313, 13.36214832144331 52.5188429434122, 13.36240843404575 52.51895047329556, 13.36267157185292 52.5190400347308, 13.3629393033998 52.51911342865508, 13.36350259457634 52.51926027654143, 13.36403944884991 52.51939897451523, 13.36408957299725 52.51940897173703, 13.36414107126533 52.51941268086907, 13.36444007750072 52.51941783719277, 13.36448429063367 52.51942063130794, 13.36452543395597 52.51942881099401, 13.36513594870561 52.51958465307085, 13.36518298755778 52.51960273158929, 13.36548823577634 52.51978494899835, 13.3657456908082 52.51985112403086, 13.36591188273891 52.51989822418368, 13.36615895753618 52.51997336275689, 13.36631335323406 52.52002223384724, 13.36652944950981 52.52009640478277, 13.3670880624341 52.52029894654996, 13.36724239148322 52.52035949977264, 13.36743049570782 52.52044169628661, 13.36762737055841 52.52054098756923, 13.36776094429226 52.52061848070232, 13.36781677119529 52.52065095707251, 13.36795619886265 52.52074562853329, 13.36811746791438 52.52086641071018, 13.36837412674914 52.52107008400785, 13.36849574746468 52.52117639946661, 13.36856895281642 52.52125025496832, 13.3686348517736 52.52132679069071, 13.36874466061833 52.52143757379439, 13.36894692853219 52.5216132666763, 13.36894253821892 52.52161595331027, 13.36917851136275 52.52182578103086, 13.36918594482293 52.52182220227617, 13.36936303621671 52.52200233332461, 13.36955212162524 52.52216811046459, 13.3697063566417 52.52226730563058, 13.36987670595801 52.52235395332226, 13.37001185683428 52.5224126638352, 13.37014712958856 52.52247137445666, 13.37042060182408 52.52256633331404, 13.37073533243645 52.52265059596831, 13.37104739976226 52.52271238378096, 13.37136831678187 52.52275702410773, 13.37169227005194 52.52278108918414, 13.37204730953789 52.52278814435973, 13.37218875661896 52.52278844846531, 13.37239208236852 52.52278439166135, 13.37258657355726 52.52277402443956, 13.37285927845505 52.52275034364093, 13.37314238400257 52.52271419213903, 13.37342704600952 52.52266087754704, 13.37367786586555 52.52259670520274, 13.3739538465098 52.52251011778523, 13.37420920422131 52.52241719464228, 13.37446028403814 52.52230718596626, 13.37476468121372 52.5221595435486, 13.37513851151879 52.52196082026552, 13.37532184069335 52.52186145056815, 13.37536771003756 52.52183009238525, 13.37556739534312 52.52167512563271, 13.37556899700022 52.52164996458812, 13.37588187300416 52.52131360395995, 13.37591171435786 52.52123727510815, 13.37593707366931 52.52117981008861, 13.37598384731855 52.52098937834782, 13.3760231264537 52.52081331039978, 13.37605950432119 52.52063454010228, 13.37607447780609 52.52058702896903, 13.37612442093569 52.52037323687832, 13.37617067268888 52.52025290489566, 13.37622284130164 52.5201604460475, 13.3762851808214 52.52007429979756, 13.37637856142722 52.51997833310797, 13.37651321522199 52.5198680738739, 13.37663449622594 52.51978025450187, 13.37671878083205 52.51972381246464, 13.3768621706442 52.51963693826304, 13.37686020711841 52.51946896142184, 13.37685898858768 52.51942671852458, 13.37685963085452 52.51931347985504, 13.37685734672511 52.51920203246928, 13.37684510610523 52.51797532941583, 13.37688150882335 52.5177911664585, 13.37696203162952 52.51762596989543, 13.37719299906709 52.51715651057992, 13.37719761239131 52.51711427995939, 13.37717876048385 52.51707469608166, 13.37715085126208 52.51704677661029, 13.3771303733839 52.51703684741046, 13.3771615709427 52.51697759693913, 13.3771811093237 52.5169174231583, 13.3771888015618 52.51684643964172, 13.37718175579333 52.51680328571857, 13.37716869537953 52.51677090388771, 13.37714675010843 52.51674119952114, 13.37713213498813 52.51672589029317, 13.3771100777458 52.51671595775996, 13.37707476668385 52.51670779474166, 13.37694979941751 52.51665450609045, 13.37675900190585 52.51653277481813, 13.37670781704275 52.51647424925456, 13.37665089252515 52.51637805472543, 13.37662918756997 52.51630611041864, 13.37664894062378 52.51620819047623, 13.37667003008534 52.51611027335125, 13.37672795328367 52.51603040861022, 13.37676351867274 52.51599363572749, 13.37680356418103 52.51595956848254, 13.37689516684733 52.51589685062559, 13.37701625274078 52.5158413847238, 13.37715497024721 52.51580482920978, 13.37723761044889 52.51577983889461, 13.37729969244381 52.51573772933178, 13.3773381679954 52.51570186113672, 13.37737388519214 52.51563812646247, 13.37732071555333 52.5154151292154, 13.37717536704234 52.51479928212392, 13.37709482133841 52.51445489834422, 13.37676259261115 52.51305145778536, 13.37669640685667 52.5127682176692, 13.37677578947837 52.51254549989043, 13.37580828888715 52.51198093750681, 13.37397540415471 52.51155193900028, 13.37256991555091 52.51136019668117, 13.37186647811462 52.51125892536838, 13.37172798379699 52.51125862717195, 13.37143060978417 52.51123282184906, 13.37092146521312 52.51114733200365, 13.3660024488741 52.51032414826336, 13.36460750027304 52.51008838640372, 13.36442509326854 52.51005742552972, 13.36430443562694 52.51004098097328, 13.36362166010008 52.50992442790053, 13.36299927336173 52.50982687879167, 13.36121250667384 52.5098642268913, 13.36113875606796 52.50986585893689, 13.36105042757643 52.50986745822449, 13.35938149008657 52.50990594176444, 13.35872285854789 52.50993680703417, 13.35824121426459 52.50995009548514, 13.35749887838795 52.50994121986525, 13.35716169791057 52.50993146530372, 13.35654914967186 52.50989591718776, 13.35534066106991 52.50979159640216, 13.35424099809945 52.50969200744463, 13.35366244920706 52.5096403454321, 13.35339303076272 52.50963523005961, 13.35314843241242 52.5096436524208, 13.35292578167851 52.5096781882846, 13.35266780023661 52.50972881913794, 13.35242737875311 52.50976870532291, 13.35219608650184 52.50978614387201, 13.35199431601917 52.50978387836012, 13.35158795495311 52.50976406129386, 13.35090505428362 52.50967349772888, 13.35064904640237 52.50964144536765, 13.35036209745563 52.50958415571004, 13.35021219450954 52.50954426144512, 13.350031449566 52.50948272532334, 13.34991686147459 52.50942943222078, 13.34982000422489 52.50937707921187, 13.34979061993406 52.50935544089154, 13.34960644078908 52.50937657950647, 13.34886046399062 52.50948447642271, 13.34894574628746 52.50950354994379, 13.34900001945315 52.50954681645116, 13.34902042204726 52.50958640855668, 13.34901860487587 52.50962415107371, 13.34898459505324 52.50966181807117, 13.3489210002804 52.50969042831219, 13.34885025821488 52.50969655342271, 13.34878268924071 52.50968111635226, 13.34872247159296 52.50965581044439, 13.34865914323937 52.50964218072655, 13.34854875047983 52.50963652899375, 13.34642589920243 52.5099307999996, 13.34640752405953 52.50982111107894, 13.34619066906515 52.50894442263039, 13.34615763466782 52.5088095343867, 13.34603406477659 52.50833650785299, 13.34602052126441 52.5081360582446, 13.34651337944237 52.50799971966135, 13.34699738164834 52.50784187837931, 13.3472306211776 52.50776513820818, 13.34744467804086 52.50768655485933, 13.34807223074482 52.50743728708663, 13.34781678204148 52.50730007808578, 13.34771546212964 52.50726299127358, 13.34763132169722 52.50727537520556, 13.34735979977338 52.50737449416479, 13.34732910848875 52.50732948507231, 13.34693787267194 52.50747595333218, 13.34642281155622 52.50764729171062, 13.34575891469354 52.50782186963957, 13.3452855021149 52.50791870705254, 13.34465736201446 52.50804743853977, 13.34435785894276 52.50811323081638, 13.34433339952608 52.50825247612619, 13.34428150695837 52.50831256745845, 13.34418845000821 52.50835099093549, 13.34408684824815 52.50835793827688, 13.34398384602478 52.50833702145635, 13.34390614525715 52.50827302579759, 13.34368907136738 52.50836597527271, 13.34346184252828 52.50820545727633, 13.34336944794221 52.5079141364516, 13.34393860831113 52.50643267713274, 13.34126173633602 52.50589779702064, 13.33986151101654 52.50561859080945, 13.33888783961731 52.50542479702951, 13.33863862014553 52.50592020199242, 13.33837959450393 52.50588991313155, 13.33801314972394 52.5058467794959, 13.33710668839311 52.5057404020197, 13.33701540736689 52.5057302925888, 13.33696393331907 52.50572567293496, 13.33691087425143 52.50572194811217, 13.33685938839983 52.50571912585168, 13.33679307721445 52.5057171659935, 13.33672688159071 52.50571610511512, 13.33666055266682 52.50571684134089, 13.33659579102468 52.50571937883851, 13.33652798076888 52.50572370629505, 13.33646320134791 52.50572893987825, 13.33582215525836 52.50578937894934, 13.33576174267507 52.50579552161368, 13.33568064439697 52.50580700579487, 13.33563053305264 52.5058167686541, 13.33556703018177 52.50583099222534, 13.33550655870033 52.50584603208056, 13.33544752047205 52.50586476024061, 13.33539005537626 52.50588439097671, 13.33533390858214 52.50590672113175, 13.33530430785683 52.50591923054024, 13.33400141536141 52.50651816767913, 13.33406733961315 52.50657854584487, 13.33375116083605 52.50672156118652, 13.33402564116239 52.50707715015555, 13.33476164151097 52.50803423169094, 13.33477766099347 52.5080549420714, 13.3348069179358 52.50809455849821, 13.33482722728496 52.50812786172038, 13.33484473672946 52.50816205676912, 13.33485775153181 52.50819624073384, 13.33486784493737 52.50823131622822, 13.33487490141537 52.5082663842346, 13.33487915796095 52.50830234407139, 13.33487737874776 52.50835087129816, 13.33487215774347 52.50846050392146, 13.33485567367381 52.50850989362723, 13.3348317853296 52.50855836634072, 13.33481089578723 52.50859426417415, 13.33478709667596 52.50862925609519, 13.33475893024427 52.5086633385069, 13.33472773275198 52.50869651470212, 13.33469361375885 52.5087305824158, 13.33461814644826 52.5087897126405, 13.3345753225067 52.50881746770595, 13.33453092524013 52.50884432013915, 13.33446144354146 52.50888009796583, 13.33440527455583 52.50890512382264, 13.33422833094554 52.50893344624669, 13.33399544077872 52.5089715161492, 13.33396443359878 52.50897593314127, 13.33393543568378 52.50891564628142, 13.33389910526139 52.50884365774093, 13.33338548353835 52.50900766327115, 13.33331609042984 52.50902995964314, 13.33329539097052 52.50903709820719, 13.33298835963897 52.50913519748547, 13.33264444038716 52.50924488787602, 13.33160536538935 52.50957663101691, 13.33085261431743 52.50981740896559, 13.33060023766773 52.50989766356288, 13.33004227913169 52.51007502379871, 13.33084911405396 52.51033857574641, 13.33165741024455 52.5106030244498, 13.33227321631341 52.51080407647064, 13.33251724290629 52.51088287295147, 13.33275526362438 52.51096974261267, 13.33298290508646 52.51106467463887, 13.33320016794916 52.51116757921784, 13.33340717254683 52.511278636451, 13.33360223066536 52.51139595487221, 13.33375620743831 52.51149789285103, 13.33383681479817 52.51156190234759, 13.33387051843948 52.51159074518299, 13.33400526570573 52.51169802766211, 13.33402725695084 52.51171605669526, 13.33398893471213 52.51172405054233, 13.33391672347368 52.51173106183294, 13.33388870172553 52.51172470139328, 13.33384758326052 52.51171471361624, 13.3338107965237 52.51171102767395, 13.33373567556114 52.51171713292192, 13.33145066319536 52.51223083361232, 13.33135316366865 52.51225845097242, 13.33127050378372 52.51228340911121, 13.33119235096611 52.51230658098416, 13.33111854755714 52.51233335860493, 13.33097821776965 52.51238872936499, 13.33086583024098 52.51244416983445, 13.33083484510517 52.5124629657441, 13.3307815246796 52.51249698424291, 13.33071199840909 52.51255612669998, 13.33065992424121 52.51262160391981, 13.33061827391753 52.51269070213658, 13.33058680449577 52.51276342075302, 13.33055841453482 52.51282985593755, 13.33074542563955 52.51284290617512, 13.33097944170869 52.51285787108696, 13.33102801991339 52.51286068870325, 13.33122826775682 52.51287466999085, 13.33138734840736 52.51288585198697, 13.33139318599314 52.51288496782544, 13.33139611984959 52.51288227894963, 13.3313991751965 52.51287959037698))",75,52.51363876610034,13.351197042041711,21,4,1,1,25,22,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,1,8,1,0,0,1,0,1,1,0,0,0,0,0,12,13,0,0,0,1,19,0,0,0,1,0,1,1
01011103,Mitte,Lützowstraße,14.06.2006,522356.58,01011103,5333,52.50333218767878,13.35962556651287,12188.836097767304,"POLYGON ((13.3492322507003 52.50307252653262, 13.34972036185573 52.50342956832241, 13.34983662319029 52.5034460175282, 13.35003882334159 52.50360736364983, 13.35033608645903 52.50387309464459, 13.35047923284085 52.50405766917591, 13.35064723126379 52.5042890356349, 13.35075475189089 52.50451846340285, 13.35147342322614 52.50546191940919, 13.35160118020854 52.50575879840034, 13.35215396382497 52.50566751226801, 13.35257559315496 52.50560917303293, 13.35274636953081 52.50561136586208, 13.35291709008268 52.50562254564868, 13.35305110427777 52.50563723527025, 13.35318930309225 52.50566271920852, 13.35335695255562 52.50569905579554, 13.35381433425631 52.5058106552891, 13.3539306478835 52.50558444259227, 13.35589222987544 52.50607057762591, 13.35659366018914 52.5062420408058, 13.35694809606297 52.50632553247717, 13.35714228716802 52.50635293683694, 13.35729829704207 52.50636677299284, 13.35754718350777 52.50636913662912, 13.35776967123724 52.50635795877474, 13.35798194877905 52.50632788393133, 13.35816926842737 52.50628696729676, 13.35847624554267 52.50618520771512, 13.35903692135579 52.50601302136042, 13.35929807405267 52.5059354218141, 13.35956059576339 52.50587229438328, 13.35988943873966 52.50578945387679, 13.36030391004198 52.50568793180053, 13.36061957172436 52.50561494566537, 13.36131840230635 52.50547361590201, 13.36184167460383 52.50539749684344, 13.36214239100418 52.50536491619473, 13.36253855285636 52.50535771234266, 13.36286994423534 52.50535485648552, 13.3631349001395 52.50537072518764, 13.36386454120558 52.50551973974135, 13.36418951589791 52.50559505570153, 13.36450876270372 52.50565328215467, 13.36478549831871 52.50567007197942, 13.36493286370971 52.50566680301905, 13.36587357853187 52.50572280351683, 13.36658632745013 52.50573156171517, 13.36727268063246 52.50572587804951, 13.36727890274435 52.50565938546032, 13.36746453119737 52.50565619719615, 13.36768751463347 52.50553895132028, 13.36720967031723 52.50516313319756, 13.36553043534677 52.50323992607189, 13.36533281924174 52.50303367997286, 13.3650065854425 52.5026618721926, 13.36351617586722 52.50096094999736, 13.36333489226273 52.50074844562632, 13.36291513613598 52.50026048708975, 13.36278639842444 52.50011730143946, 13.36265381680449 52.49988603115484, 13.36253734688393 52.4996619865412, 13.36036451206125 52.50028353465147, 13.36000461479638 52.50038697739046, 13.35979813907626 52.50044672713937, 13.35866223408332 52.50077120949566, 13.35830233429432 52.50087374832277, 13.35787454427785 52.50099500529287, 13.35763704164338 52.50106276940619, 13.35754262557881 52.50108951675492, 13.35753528869514 52.50109758867494, 13.35751896939758 52.50110474143306, 13.35657078226386 52.50133445458274, 13.35548683193016 52.50159710228791, 13.35533198161586 52.50163449418779, 13.35420069674968 52.50190861525792, 13.35409900027355 52.50193354563283, 13.35368164057136 52.50203414060399, 13.35301502040414 52.50219617065126, 13.35227906710603 52.50237331469698, 13.35193541702052 52.50245609970835, 13.3513882452366 52.50258873960623, 13.35138993859993 52.50255099672416, 13.35020265373331 52.50283753161918, 13.34985911192661 52.50292120959394, 13.34955231290654 52.50299508653812, 13.3492322507003 52.50307252653262))",90,52.50287087219918,13.359819258973932,47,12,1,10,11,9,0,1,12,0,6,2,0,3,2,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,6,1,5,2,12,1,0,4,0,1,1,3,0,0,0,0,0,3,6,2,0,0,0,0,0,0,2,7,0,0,0
01011104,Mitte,Körnerstraße,14.06.2006,338383.45,01011104,4694,52.501831854101006,13.368057904011103,8066.987612918818,"POLYGON ((13.36253734688393 52.4996619865412, 13.36265381680449 52.49988603115484, 13.36278639842444 52.50011730143946, 13.36291513613598 52.50026048708975, 13.36333489226273 52.50074844562632, 13.36351617586722 52.50096094999736, 13.3650065854425 52.5026618721926, 13.36533281924174 52.50303367997286, 13.36553043534677 52.50323992607189, 13.36720967031723 52.50516313319756, 13.36768751463347 52.50553895132028, 13.36796947121747 52.50592862933647, 13.36816681494838 52.50593714909937, 13.36854855615432 52.50588324939522, 13.36893328059852 52.50581758155852, 13.36895693011233 52.50580325333107, 13.36940944454615 52.50573593406568, 13.36955409378809 52.50569850160409, 13.37048816320532 52.5053733883097, 13.370781849574 52.50527426427844, 13.37108443158764 52.50514909547955, 13.37154363210142 52.5049532637201, 13.37184483474865 52.50481380015357, 13.37215348189054 52.50466797082649, 13.37237658483328 52.50454802018346, 13.3724268680499 52.50450678649904, 13.37266035399297 52.50435540197603, 13.37287798069622 52.5041734260703, 13.3730587316005 52.50398238342331, 13.37324399789217 52.5037662755186, 13.37329705767101 52.50376998404984, 13.37331183767644 52.50375563596361, 13.37302840091599 52.503364080082, 13.37291419418312 52.50324250633065, 13.37160883186775 52.50183147552392, 13.37154726696042 52.50176573530472, 13.3714361044283 52.50164425651492, 13.37138198030604 52.50157313985354, 13.37134865713744 52.50149667564261, 13.37131683156087 52.50139235392054, 13.37098885875208 52.50030876198873, 13.37089495606811 52.49999759729723, 13.37087750528393 52.49994902797133, 13.37086584412279 52.49992833189583, 13.37084536893256 52.49989862943148, 13.37077955172993 52.49983377832618, 13.37058596440738 52.49968506855829, 13.37055513069038 52.49968230563459, 13.37035864505594 52.49953098288875, 13.37035727123495 52.49951660017572, 13.37036022271181 52.49951031543267, 13.36952762009645 52.49886950964859, 13.36935605623305 52.498736124154, 13.36879334551161 52.4987807347566, 13.36630580205834 52.4991195032616, 13.3659889250779 52.49916104618782, 13.36547609497203 52.49923091543449, 13.36472015390365 52.4993343964881, 13.36440472596948 52.49937683711646, 13.36304453914068 52.49956165038401, 13.36253734688393 52.4996619865412))",59,52.5019276521315,13.366863286233919,28,2,1,11,10,7,0,0,4,0,2,0,0,2,0,0,3,0,0,0,0,6,0,0,0,0,0,0,2,0,0,3,0,7,0,11,0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,7,0,0,0
